Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Bo : Current,Custom_SKU,Match,Google_Search_Link,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Kate Spade New York Take Note Large Notebook Journal, Vegan Leather Hardcover Journal, Diary Includes 168 Lined Pages, Painted Tulips",79355.0,88172.0,21.95,27.0,21.95,$21.95 ,,-,0.0,B0BNWFR1G8,0825466161825,825466161825,B07ZRWRP7J,Kate Spade New York,yes,,GB825466161825,N,https://www.google.com/search?q=825466161825+Kate+Spade+New+York+Take+Note+Large+Notebook+Journal%2C+Vegan+Leather+Hardcover+Journal%2C+Diary+Includes+168+Lined+Pages%2C+Painted+Tulips&tbm=shop,https://www.amazon.com/dp/B0BNWFR1G8?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Take Note Large Notebook Journal, Green Cloth Hardcover Journal, Diary Includes 168 Lined Pages, Dragonfly Flight",77981.0,88086.0,21.95,59.0,21.95,$21.95 ,,-,0.0,B0BNWG28XY,0825466161818,825466161818,B07ZRWRP7J,Kate Spade New York,yes,,GB825466161818,N,https://www.google.com/search?q=825466161818+Kate+Spade+New+York+Take+Note+Large+Notebook+Journal%2C+Green+Cloth+Hardcover+Journal%2C+Diary+Includes+168+Lined+Pages%2C+Dragonfly+Flight&tbm=shop,https://www.amazon.com/dp/B0BNWG28XY?psc=1,Not Found,Not Found,,,,,N
Kate Spade New York Blooms Protective Case for iPhone 13 Pro Max and iPhone 12 Pro Max,59480.0,43538.0,,,21.5,$59.99 ,$21.50 ,A38EOF615O449I,1.0,B0B373SZ24,0650450072029,650450072029,,Kate Spade New York,yes,,GB650450072029,Y,https://www.google.com/search?q=650450072029+Kate+Spade+New+York+Blooms+Protective+Case+for+iPhone+13+Pro+Max+and+iPhone+12+Pro+Max&tbm=shop,https://www.amazon.com/dp/B0B373SZ24?psc=1,"https://www.google.com/shopping/product/14993652260334189146/offers?q=650450072029&prds=cid:14993652260334189146,cond:1",Not Found,,,,,N
"Kate Spade New York 2022-2023 Planner Weekly and Monthly, Mega Planner Dated August 2022 - December 2023, Hardcover Agenda, Day Planner with Stickers, Pockets, and Spiral Binding, Cabana Dot",113523.0,126139.0,,,77.09,$79.31 ,$79.20 ,ANZYNJW9IIF9C,1.0,B09Y6D1QTR,0825466145948,825466145948,B09Y6ZX1BQ,Kate Spade New York,no,,GB825466145948,N,https://www.google.com/search?q=825466145948+Kate+Spade+New+York+2022-2023+Planner+Weekly+and+Monthly%2C+Mega+Planner+Dated+August+2022+-+December+2023%2C+Hardcover+Agenda%2C+Day+Planner+with+Stickers%2C+Pockets%2C+and+Spiral+Binding%2C+Cabana+Dot&tbm=shop,https://www.amazon.com/dp/B09Y6D1QTR?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Harlow Pebbled Leather Crossbody Bag (Butter milk), Buttermilk Glaze",53226.0,77514.0,,,154.99,$209.00 ,$169.94 ,A1WTOJSJJF8L89,1.0,B0BSMWLW9P,0196021218835,196021218835,B0916P7M4H,Kate Spade New York,no,,GB196021218835,Y,https://www.google.com/search?q=196021218835+Kate+Spade+New+York+Harlow+Pebbled+Leather+Crossbody+Bag+%28Butter+milk%29%2C+Buttermilk+Glaze&tbm=shop,https://www.amazon.com/dp/B0BSMWLW9P?psc=1,"https://www.google.com/shopping/product/12891036704570432317/offers?q=196021218835&prds=cid:12891036704570432317,cond:1",Not Found,,,,,N
"Kate Spade New York Stylus Pen for Touch Screens, Green Metal Ballpoint Pen with Black Ink and Vegan Leather Storage Pouch, Picture Dot",60108.0,51269.0,29.95,98.0,29.95,$29.95 ,,-,0.0,B0C542FJN2,0825466163669,825466163669,B08XMY5LRM,Kate Spade New York,yes,,GB825466163669,N,https://www.google.com/search?q=825466163669+Kate+Spade+New+York+Stylus+Pen+for+Touch+Screens%2C+Green+Metal+Ballpoint+Pen+with+Black+Ink+and+Vegan+Leather+Storage+Pouch%2C+Picture+Dot&tbm=shop,https://www.amazon.com/dp/B0C542FJN2?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Charlotte Street 2-Piece Dof Glass Set, 1.85 LB, Blue",70806.0,61716.0,39.94,12.0,39.94,$65.00 ,$45.00 ,A1N1E0CNRP3MQ9,2.0,B013TG1ZQO,0882864590749,882864590749,B0988B6DVC,Kate Spade New York,yes,,GB882864590749,N,https://www.google.com/search?q=882864590749+Kate+Spade+New+York+Charlotte+Street+2-Piece+Dof+Glass+Set%2C+1.85+LB%2C+Blue&tbm=shop,https://www.amazon.com/dp/B013TG1ZQO?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Botanical Stripe Kitchen Towels 4-Pack Set, Absorbent 100% Cotton, Black/Beige, 17""x28""",111166.0,115786.0,38.99,499.0,38.99,$66.00 ,,-,0.0,B0CFYLGCY9,0028332816823,028332816823,B0CG2F8CL5,Kate Spade New York,yes,,GB028332816823,Y,https://www.google.com/search?q=028332816823+Kate+Spade+New+York+Botanical+Stripe+Kitchen+Towels+4-Pack+Set%2C+Absorbent+100%25+Cotton%2C+Black%2FBeige%2C+17%22x28%22&tbm=shop,https://www.amazon.com/dp/B0CFYLGCY9?psc=1,"https://www.google.com/shopping/product/1289586182391560991/offers?q=028332816823&prds=cid:1289586182391560991,cond:1",Zola,39.99,67.98,75.58,,N
kate spade new york Protective Hardshell Case for iPhone SE (3rd Gen)/SE (2020) - City Leopard Black,117882.0,103464.0,,,19.99,$19.99 ,$19.99 ,A37FI61TFZMV1Y,1.0,B0BLV71N6T,0650450072999,650450072999,,Kate Spade New York,yes,,GB650450072999,Y,https://www.google.com/search?q=650450072999+kate+spade+new+york+Protective+Hardshell+Case+for+iPhone+SE+%283rd+Gen%29%2FSE+%282020%29+-+City+Leopard+Black&tbm=shop,https://www.amazon.com/dp/B0BLV71N6T?psc=1,"https://www.google.com/shopping/product/5286442551405540947/offers?q=650450072999&prds=cid:5286442551405540947,cond:1",Target,49.99,84.98,94.48,,N
"Kate Spade New York Women's Madison Saffiano Leather Medium Satchel Bag, Meringue",59587.0,56202.0,129.93,4.0,129.93,$250.00 ,$138.82 ,A6SA3YQONVT1,4.0,B0CPRCBWHC,0196021438769,196021438769,B0CN53TBTY,Kate spade New York,yes,,GB196021438769,N,https://www.google.com/search?q=196021438769+Kate+Spade+New+York+Women%27s+Madison+Saffiano+Leather+Medium+Satchel+Bag%2C+Meringue&tbm=shop,https://www.amazon.com/dp/B0CPRCBWHC?psc=1,Not Found,Not Found,,,,,N
Kate Spade New York Womens Mini Small Square Studs Earrings Rose Gold,65191.0,45733.0,30.99,2.0,30.99,$88.65 ,$30.84 ,A29RS7B9PC8QC7,1.0,B08G84N5CY,0767883041628,767883041628,B08G8NG3F5,Kate Spade New York,yes,,GB767883041628,N,https://www.google.com/search?q=767883041628+Kate+Spade+New+York+Womens+Mini+Small+Square+Studs+Earrings+Rose+Gold&tbm=shop,https://www.amazon.com/dp/B08G84N5CY?psc=1,Not Found,Not Found,,,,,N
Kate Spade New York Womens Mini Small Square Studs Earrings Black,64721.0,45663.0,30.88,4.0,25.0,$53.74 ,$30.09 ,A9H2IV3CZ5UEF,2.0,B08G8BLFMJ,0767883041130,767883041130,B08G8NG3F5,Kate Spade New York,yes,,GB767883041130,N,https://www.google.com/search?q=767883041130+Kate+Spade+New+York+Womens+Mini+Small+Square+Studs+Earrings+Black&tbm=shop,https://www.amazon.com/dp/B08G8BLFMJ?psc=1,,,,,,,N
"Kate Spade New York 875312 Deco Dot 2-Slice Toaster, 3.4 LB, Multi",77758.0,93858.0,59.15,171.0,59.15,$127.32 ,$69.95 ,A1S6914ST7IGDS,1.0,B078Z9PF1S,0882864731678,882864731678,B07WKLWF6W,Kate Spade New York,yes,,GB882864731678,Y,https://www.google.com/search?q=882864731678+Kate+Spade+New+York+875312+Deco+Dot+2-Slice+Toaster%2C+3.4+LB%2C+Multi&tbm=shop,https://www.amazon.com/dp/B078Z9PF1S?psc=1,"https://www.google.com/shopping/product/11135739723897723486/offers?q=882864731678&prds=cid:11135739723897723486,cond:1",Perigold,70.0,119.0,132.3,,N
kate spade new york Protective Hardshell Case for iPhone 12 & iPhone 12 Pro - Daisy Iridescent Foil/White/Clear/Gems,49157.0,35080.0,,,37.99,$61.92 ,$38.07 ,A4ACPN6V4Z5AW,1.0,B08HJQLMXY,0191058121011,191058121011,,Kate Spade New York,yes,,GB191058121011,Y,https://www.google.com/search?q=191058121011+kate+spade+new+york+Protective+Hardshell+Case+for+iPhone+12+%26+iPhone+12+Pro+-+Daisy+Iridescent+Foil%2FWhite%2FClear%2FGems&tbm=shop,https://www.amazon.com/dp/B08HJQLMXY?psc=1,"https://www.google.com/shopping/product/15690518094958215462/offers?q=191058121011&prds=cid:15690518094958215462,cond:1",Not Found,,,,,N
"Kate Spade New York Stainless Steel Insulated Mug with Handle and Lid, 16 Ounce Double Wall Tumbler, Reusable Coffee Travel Mug for Hot and Cold Drinks (Daisy Stripe)",69284.0,69107.0,32.0,49.0,32.0,$32.00 ,,-,0.0,B0CPT8XD46,0825466171251,825466171251,B09ZYY8V1S,Kate Spade New York,yes,,GB825466171251,Y,https://www.google.com/search?q=825466171251+Kate+Spade+New+York+Stainless+Steel+Insulated+Mug+with+Handle+and+Lid%2C+16+Ounce+Double+Wall+Tumbler%2C+Reusable+Coffee+Travel+Mug+for+Hot+and+Cold+Drinks+%28Daisy+Stripe%29&tbm=shop,https://www.amazon.com/dp/B0CPT8XD46?psc=1,"https://www.google.com/shopping/product/2364931708313743807/offers?q=825466171251&prds=cid:2364931708313743807,cond:1",Not Found,,,,,N
"Kate Spade New York Stylus Pen for Touch Screens, Metal Ballpoint Pen with Black Ink and Storage Pouch, Floral Garden",63474.0,49651.0,,,45.0,$100.94 ,$45.00 ,A4ACPN6V4Z5AW,1.0,B09NCFHXTC,0825466141872,825466141872,B08XMY5LRM,Kate Spade New York,no,,GB825466141872,N,https://www.google.com/search?q=825466141872+Kate+Spade+New+York+Stylus+Pen+for+Touch+Screens%2C+Metal+Ballpoint+Pen+with+Black+Ink+and+Storage+Pouch%2C+Floral+Garden&tbm=shop,https://www.amazon.com/dp/B09NCFHXTC?psc=1,Not Found,Not Found,,,,,N
kate spade new york Defensive Hardshell Case Compatible with MagSafe for Apple iPhone 14 - Ombre Glitter [KSIPH-238-OGBPP],45120.0,41473.0,44.91,1.0,44.84,$64.99 ,$44.94 ,A37FI61TFZMV1Y,1.0,B0BBZ8LP67,0650450082424,650450082424,,Kate Spade New York,yes,,GB650450082424,Y,https://www.google.com/search?q=650450082424+kate+spade+new+york+Defensive+Hardshell+Case+Compatible+with+MagSafe+for+Apple+iPhone+14+-+Ombre+Glitter+%5BKSIPH-238-OGBPP%5D&tbm=shop,https://www.amazon.com/dp/B0BBZ8LP67?psc=1,"https://www.google.com/shopping/product/4077664782952885092/offers?q=650450082424&prds=cid:4077664782952885092,cond:1",Not Found,,,,,N
Kate Spade New York Womens Mini Small Square Studs Earrings Red Glitter,64479.0,45287.0,,,35.73,$60.06 ,$38.00 ,A29RS7B9PC8QC7,1.0,B0BB6YR9Z5,0767883251119,767883251119,,Kate Spade New York,yes,,GB767883251119,N,https://www.google.com/search?q=767883251119+Kate+Spade+New+York+Womens+Mini+Small+Square+Studs+Earrings+Red+Glitter&tbm=shop,https://www.amazon.com/dp/B0BB6YR9Z5?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Oak Street Kiddush Cup, 0.75 LB, White",113952.0,134133.0,40.0,,40.0,$108.81 ,$60.68 ,AQBAQNXY48TCK,1.0,B089TQRH6M,0882864865175,882864865175,B0988FDLJP,Kate Spade New York,yes,,GB882864865175,N,https://www.google.com/search?q=882864865175+Kate+Spade+New+York+Oak+Street+Kiddush+Cup%2C+0.75+LB%2C+White&tbm=shop,https://www.amazon.com/dp/B089TQRH6M?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Password Book with Tabs, 170 Page Password Journal, Spiral Password Book with Leatherette Hardcover, Adventure Stripe",77599.0,80022.0,25.95,121.0,25.95,$25.95 ,,-,0.0,B0C9LMDZCF,0825466163782,825466163782,,Kate Spade New York,yes,,GB825466163782,Y,https://www.google.com/search?q=825466163782+Kate+Spade+New+York+Password+Book+with+Tabs%2C+170+Page+Password+Journal%2C+Spiral+Password+Book+with+Leatherette+Hardcover%2C+Adventure+Stripe&tbm=shop,https://www.amazon.com/dp/B0C9LMDZCF?psc=1,"https://www.google.com/shopping/product/1650274898307430825/offers?q=825466163782&prds=cid:1650274898307430825,cond:1",Not Found,,,,,N
"Kate Spade New York Wickford Salad Set with Wood Servers, 4.80 LB, White",101314.0,96963.0,124.99,1000.0,124.99,$255.30 ,$125.00 ,A3O98PIM4ER1A,1.0,B00T6O0VCI,0882864562845,882864562845,B0BZSVDZZ4,Kate Spade New York,yes,,GB882864562845,N,https://www.google.com/search?q=882864562845+Kate+Spade+New+York+Wickford+Salad+Set+with+Wood+Servers%2C+4.80+LB%2C+White&tbm=shop,https://www.amazon.com/dp/B00T6O0VCI?psc=1,Not Found,Not Found,,,,,N
Kate Spade York Harlow Pebbled Leather Crossbody Bag (Taro milk),53088.0,78053.0,,,160.0,$198.00 ,$153.54 ,A13YODCX8FF1PZ,1.0,B0C2F9RYPV,0196021272141,196021272141,B0916P7M4H,Kate Spade New York,no,,GB196021272141,Y,https://www.google.com/search?q=196021272141+Kate+Spade+York+Harlow+Pebbled+Leather+Crossbody+Bag+%28Taro+milk%29&tbm=shop,https://www.amazon.com/dp/B0C2F9RYPV?psc=1,"https://www.google.com/shopping/product/7205630071156682089/offers?q=196021272141&prds=cid:7205630071156682089,cond:1",Not Found,,,,,N
Kate Spade New York Leila Leather Belt Bag Fanny Pack in Warm Gingerbread,116330.0,153614.0,102.54,2.0,102.54,$258.00 ,$108.97 ,A3Q8XH0WHEBH8F,2.0,B09JC13RH8,0767883201510,767883201510,B0CL3DKKDB,Kate Spade New York,yes,,GB767883201510,Y,https://www.google.com/search?q=767883201510+Kate+Spade+New+York+Leila+Leather+Belt+Bag+Fanny+Pack+in+Warm+Gingerbread&tbm=shop,https://www.amazon.com/dp/B09JC13RH8?psc=1,"https://www.google.com/shopping/product/645734229504023772/offers?q=767883201510&prds=cid:645734229504023772,cond:1",Not Found,,,,,N
"Kate Spade New York Insulated Initial Tumbler with Reusable Straw, 24 Ounce Acrylic Travel Cup with Lid, A (peach)",63754.0,66715.0,18.95,83.0,18.95,$18.95 ,,-,0.0,B08LNYLZ9W,0825466127784,825466127784,B08LNZPK2L,Kate Spade New York,yes,,GB825466127784,N,https://www.google.com/search?q=825466127784+Kate+Spade+New+York+Insulated+Initial+Tumbler+with+Reusable+Straw%2C+24+Ounce+Acrylic+Travel+Cup+with+Lid%2C+A+%28peach%29&tbm=shop,https://www.amazon.com/dp/B08LNYLZ9W?psc=1,Not Found,Not Found,,,,,N
"Kate Spade Wallet for Women Madison Medium Compact Bifold Wallet, Toasted, wallet",82838.0,94933.0,,,64.08,$84.00 ,$62.11 ,ASAUPV4FW3VOK,8.0,B0CFJ3JY79,0196021322631,196021322631,B0CFWM4RSL,Kate Spade New York,yes,,GB196021322631,Y,https://www.google.com/search?q=196021322631+Kate+Spade+Wallet+for+Women+Madison+Medium+Compact+Bifold+Wallet%2C+Toasted%2C+wallet&tbm=shop,https://www.amazon.com/dp/B0CFJ3JY79?psc=1,"https://www.google.com/shopping/product/10373703077787079561/offers?q=196021322631&prds=cid:10373703077787079561,cond:1",Not Found,,,,,N
Kate Spade New York Mini Small Square Studs Earrings Opal One Size,63557.0,45088.0,25.94,2.0,25.94,$91.82 ,$45.18 ,A6OKOWH90PPF,1.0,B08G7YGQ1J,0767883041635,767883041635,B08G8NG3F5,Kate Spade New York,yes,,GB767883041635,Y,https://www.google.com/search?q=767883041635+Kate+Spade+New+York+Mini+Small+Square+Studs+Earrings+Opal+One+Size&tbm=shop,https://www.amazon.com/dp/B08G7YGQ1J?psc=1,"https://www.google.com/shopping/product/2297660415307107789/offers?q=767883041635&prds=cid:2297660415307107789,cond:1",Argento,36.95,62.82,69.84,,N
Kate Spade New York Mini Small Square Studs Earrings Red One Size,64006.0,45265.0,29.83,4.0,29.83,$59.99 ,$59.99 ,-,0.0,B08G87G2L5,0767883041192,767883041192,B08G8NG3F5,Kate Spade New York,yes,,GB767883041192,N,https://www.google.com/search?q=767883041192+Kate+Spade+New+York+Mini+Small+Square+Studs+Earrings+Red+One+Size&tbm=shop,https://www.amazon.com/dp/B08G87G2L5?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Malmo Gold 20-Piece Flatware Set, 4.30 LB, Metallic",150684.0,141638.0,300.0,1000.0,300.0,$360.00 ,$314.95 ,A1S6914ST7IGDS,1.0,B086LJMCSD,0882864847041,882864847041,B0988BY7T2,Kate Spade New York,yes,,GB882864847041,Y,https://www.google.com/search?q=882864847041+Kate+Spade+New+York+Malmo+Gold+20-Piece+Flatware+Set%2C+4.30+LB%2C+Metallic&tbm=shop,https://www.amazon.com/dp/B086LJMCSD?psc=1,"https://www.google.com/shopping/product/18108378343801053824/offers?q=882864847041&prds=cid:18108378343801053824,cond:1",Not Found,,,,,N
"Kate Spade New York Canvas Tote Bag for Women, Cute Tote Bag for Work or Teacher, Canvas Beach Bag, Book Tote with Pocket, Dragonflies and Tulips",77893.0,63019.0,27.95,49.0,27.95,$27.95 ,,-,0.0,B0BNR1MCVL,0825466161399,825466161399,B09M1MHHHD,Kate Spade New York,yes,,GB825466161399,N,https://www.google.com/search?q=825466161399+Kate+Spade+New+York+Canvas+Tote+Bag+for+Women%2C+Cute+Tote+Bag+for+Work+or+Teacher%2C+Canvas+Beach+Bag%2C+Book+Tote+with+Pocket%2C+Dragonflies+and+Tulips&tbm=shop,https://www.amazon.com/dp/B0BNR1MCVL?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Canvas Tote Bag for Women, Cute Tote Bag for Teacher, Canvas Beach Bag, Book Tote with Pocket, Gold Dot with Script",78425.0,62968.0,26.95,24.0,26.95,$26.95 ,,-,0.0,B09NCHQKNK,0825466141490,825466141490,B09M1MHHHD,Kate Spade New York,yes,,GB825466141490,Y,https://www.google.com/search?q=825466141490+Kate+Spade+New+York+Canvas+Tote+Bag+for+Women%2C+Cute+Tote+Bag+for+Teacher%2C+Canvas+Beach+Bag%2C+Book+Tote+with+Pocket%2C+Gold+Dot+with+Script&tbm=shop,https://www.amazon.com/dp/B09NCHQKNK?psc=1,"https://www.google.com/shopping/product/17289978307520124267/offers?q=825466141490&prds=cid:17289978307520124267,cond:1",Not Found,,,,,N
"Kate Spade New York Id Badge Clip Key Chain, Silicone Keychain Accessory, Gold Glitter",68124.0,63854.0,26.95,99.0,26.95,$26.95 ,,-,0.0,B074PVRBPH,0825466948822,825466948822,,kate spade new york,yes,,GB825466948822,Y,https://www.google.com/search?q=825466948822+Kate+Spade+New+York+Id+Badge+Clip+Key+Chain%2C+Silicone+Keychain+Accessory%2C+Gold+Glitter&tbm=shop,https://www.amazon.com/dp/B074PVRBPH?psc=1,"https://www.google.com/shopping/product/16790696980882262697/offers?q=825466948822&prds=cid:16790696980882262697,cond:1",Not Found,,,,,N
"Kate Spade New York Leatherette Mouse Pad, 9"" x 8"" Mouse Mat with Non-Slip Back, Cute Mouse Pad for Office Desk, Bookshelf",104613.0,84664.0,12.95,94.0,12.95,$12.95 ,,-,0.0,B09ZZZ1G9V,0825466146198,825466146198,,Kate Spade New York,yes,,GB825466146198,N,https://www.google.com/search?q=825466146198+Kate+Spade+New+York+Leatherette+Mouse+Pad%2C+9%22+x+8%22+Mouse+Mat+with+Non-Slip+Back%2C+Cute+Mouse+Pad+for+Office+Desk%2C+Bookshelf&tbm=shop,https://www.amazon.com/dp/B09ZZZ1G9V?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Perry Leather Crossbody (Warm, beige)",116961.0,255517.0,83.84,5.0,82.94,$179.00 ,$85.04 ,A6SA3YQONVT1,4.0,B0C2NBB8NP,0196021271663,196021271663,B0BPNGJ556,Kate Spade New York,yes,,GB196021271663,Y,https://www.google.com/search?q=196021271663+Kate+Spade+New+York+Perry+Leather+Crossbody+%28Warm%2C+beige%29&tbm=shop,https://www.amazon.com/dp/B0C2NBB8NP?psc=1,"https://www.google.com/shopping/product/12431181697393685964/offers?q=196021271663&prds=cid:12431181697393685964,cond:1",Not Found,,,,,N
"Kate Spade New York Perry Leather Crossbody (Chalk, pink)",116552.0,114367.0,110.0,1.0,110.0,$174.00 ,$110.08 ,A15SW2HBE60PH2,2.0,B0C2N9YRD4,0196021272264,196021272264,B0BPNGJ556,Kate Spade New York,no,,GB196021272264,Y,https://www.google.com/search?q=196021272264+Kate+Spade+New+York+Perry+Leather+Crossbody+%28Chalk%2C+pink%29&tbm=shop,https://www.amazon.com/dp/B0C2N9YRD4?psc=1,"https://www.google.com/shopping/product/10815576383661094655/offers?q=196021272264&prds=cid:10815576383661094655,cond:1",Not Found,,,,,N
Kate Spade Perry Leather Crossbody (Black),116665.0,115510.0,75.94,12.0,75.94,$179.00 ,$76.48 ,A6SA3YQONVT1,3.0,B0BPNJGSJJ,0196021188619,196021188619,B0BPNGJ556,Kate Spade New York,no,,GB196021188619,Y,https://www.google.com/search?q=196021188619+Kate+Spade+Perry+Leather+Crossbody+%28Black%29&tbm=shop,https://www.amazon.com/dp/B0BPNJGSJJ?psc=1,"https://www.google.com/shopping/product/2429267019279471152/offers?q=196021188619&prds=cid:2429267019279471152,cond:1",Not Found,,,,,N
Kate Spade Bloom 3.3 o.z. EDT,96397.0,108268.0,95.0,,95.0,$95.00 ,,-,0.0,B0CSLMD25G,3.38646E+12,,B0CVCL5872,kate spade new york,yes,,GBnan,N,https://www.google.com/search?q=nan+Kate+Spade+Bloom+3.3+o.z.+EDT&tbm=shop,https://www.amazon.com/dp/B0CSLMD25G?psc=1,"https://www.google.com/shopping/product/17093087800700628266/offers?q=Unknown&prds=cid:17093087800700628266,cond:1",Belk,90.75,154.28,171.52,,N
Kate Spade Staci Dual Zip Around Crossbody (Platinum gray),84577.0,104021.0,143.99,1.0,143.99,$174.00 ,$174.00 ,A316X216AI9M56,1.0,B0CL12X7LY,0196021372544,196021372544,B09TDLR6PY,Kate Spade New York,yes,,GB196021372544,N,https://www.google.com/search?q=196021372544+Kate+Spade+Staci+Dual+Zip+Around+Crossbody+%28Platinum+gray%29&tbm=shop,https://www.amazon.com/dp/B0CL12X7LY?psc=1,Not Found,Not Found,,,,,N
"Kate Spade Staci Dual Zip Around Crossbody (Warm, beige)",83804.0,93711.0,93.0,2.0,93.0,$187.00 ,$105.88 ,A1WTOJSJJF8L89,2.0,B0CS7HRFZX,0196021412486,196021412486,B09TDLR6PY,Kate Spade New York,yes,,GB196021412486,N,https://www.google.com/search?q=196021412486+Kate+Spade+Staci+Dual+Zip+Around+Crossbody+%28Warm%2C+beige%29&tbm=shop,https://www.amazon.com/dp/B0CS7HRFZX?psc=1,Not Found,Not Found,,,,,N
"Kate Spade Wallet for Women Madison Large Slim Bifold Wallet, Pink, wristlet",83931.0,69716.0,60.98,6.0,60.98,$91.08 ,$66.27 ,A3Q8XH0WHEBH8F,2.0,B0CFK4C6PJ,0196021323089,196021323089,B0CFWRCBT6,Kate Spade New York,yes,,GB196021323089,Y,https://www.google.com/search?q=196021323089+Kate+Spade+Wallet+for+Women+Madison+Large+Slim+Bifold+Wallet%2C+Pink%2C+wristlet&tbm=shop,https://www.amazon.com/dp/B0CFK4C6PJ?psc=1,"https://www.google.com/shopping/product/3477503265286172329/offers?q=196021323089&prds=cid:3477503265286172329,cond:1",Not Found,,,,,N
"Kate Spade New York Small Insulated Coffee Cup with Lid, Double Walled Stainless Steel Mug, Floral 12oz Coffee Tumbler, Brushy Rose",73052.0,84288.0,21.95,123.0,21.95,$21.95 ,,-,0.0,B09NB42662,0825466143777,825466143777,B08F82YJ13,Kate Spade New York,yes,,GB825466143777,Y,https://www.google.com/search?q=825466143777+Kate+Spade+New+York+Small+Insulated+Coffee+Cup+with+Lid%2C+Double+Walled+Stainless+Steel+Mug%2C+Floral+12oz+Coffee+Tumbler%2C+Brushy+Rose&tbm=shop,https://www.amazon.com/dp/B09NB42662?psc=1,"https://www.google.com/shopping/product/5399265885614581086/offers?q=825466143777&prds=cid:5399265885614581086,cond:1",Not Found,,,,,N
"Kate Spade New York 875313 Good Taste Turquoise 2-Slice Toaster, 3.4 LB, Blue",74253.0,92553.0,63.3,52.0,63.3,$149.00 ,$88.99 ,A22XVY8DHPU5LM,2.0,B079J5T7TZ,0882864731685,882864731685,B07WKLWF6W,Kate Spade New York,yes,,GB882864731685,Y,https://www.google.com/search?q=882864731685+Kate+Spade+New+York+875313+Good+Taste+Turquoise+2-Slice+Toaster%2C+3.4+LB%2C+Blue&tbm=shop,https://www.amazon.com/dp/B079J5T7TZ?psc=1,"https://www.google.com/shopping/product/11428210684716260382/offers?q=882864731685&prds=cid:11428210684716260382,cond:1",Perigold,72.0,122.4,136.08,,N
"Kate Spade New York Wedding Planning Book and Organizer, Wedding Binder with Pages for To-Do Lists, Notes, Budgeting, Invitations, Yes Yes Yes (Gold Dots)",80813.0,64057.0,49.95,14.0,49.95,$52.95 ,$46.49 ,-,0.0,B09P1RB26N,0825466143715,825466143715,B07HPCWD4H,Kate Spade New York,yes,,GB825466143715,N,https://www.google.com/search?q=825466143715+Kate+Spade+New+York+Wedding+Planning+Book+and+Organizer%2C+Wedding+Binder+with+Pages+for+To-Do+Lists%2C+Notes%2C+Budgeting%2C+Invitations%2C+Yes+Yes+Yes+%28Gold+Dots%29&tbm=shop,https://www.amazon.com/dp/B09P1RB26N?psc=1,Not Found,Not Found,,,,,N
Kate Spade New York Womens Leila Leather Pebbled Crossbody Handbag Black O/S,80424.0,96339.0,212.69,1.0,212.69,$272.28 ,$209.55 ,AHAJAMVIN6K9N,1.0,B096DSXPWY,0767883105191,767883105191,B097CMWT7Z,kate spade new york,yes,,GB767883105191,Y,https://www.google.com/search?q=767883105191+Kate+Spade+New+York+Womens+Leila+Leather+Pebbled+Crossbody+Handbag+Black+O%2FS&tbm=shop,https://www.amazon.com/dp/B096DSXPWY?psc=1,"https://www.google.com/shopping/product/7827929011585570090/offers?q=767883105191&prds=cid:7827929011585570090,cond:1",HandMeTheBag,159.0,270.3,300.51,,N
"Kate Spade New York Wedding Planning Book and Organizer, Wedding Binder with Pages for To-Do Lists, Notes, Budgeting, Invitations, I Do (Gold Colorblock)",72362.0,62939.0,,,124.0,$127.79 ,$121.81 ,A3L0L1FNB2P72U,2.0,B082P66PNW,0825466100626,825466100626,B07HPCWD4H,Kate Spade New York,yes,,GB825466100626,N,https://www.google.com/search?q=825466100626+Kate+Spade+New+York+Wedding+Planning+Book+and+Organizer%2C+Wedding+Binder+with+Pages+for+To-Do+Lists%2C+Notes%2C+Budgeting%2C+Invitations%2C+I+Do+%28Gold+Colorblock%29&tbm=shop,https://www.amazon.com/dp/B082P66PNW?psc=1,Not Found,Not Found,,,,,N
